from,to,cost
243,4,813.3500133649909
5,22,519.6937326414403
22,5,519.6937326414403
5,31,799.9508811398078
31,5,799.9508811398078
5,48,547.5900976568112
48,5,547.5900976568112
5,68,602.869621545477
68,5,602.869621545477
5,87,735.6505020218606
87,5,735.6505020218606
5,176,245.00082960204708
176,5,245.00082960204708
5,177,602.3284982863579
177,5,602.3284982863579
5,243,401.2893197792331
243,5,401.2893197792331
6,338,2051.5445370539373
338,6,2051.5445370539373
6,339,1698.498516217593
339,6,1698.498516217593
6,340,866.3008932649884
340,6,866.3008932649884
6,409,2087.1342058567566
409,6,2087.1342058567566
6,410,1463.8913202274107
410,6,1463.8913202274107
6,505,705.6974236034447
505,6,705.6974236034447
6,506,1378.8765733664927
506,6,1378.8765733664927
6,508,2013.8686001439971
508,6,2013.8686001439971
7,8,892.9693304096675
8,7,892.9693304096675
7,89,1599.010360401474
89,7,1599.010360401474
7,90,1057.6629794442097
90,7,1057.6629794442097
7,247,1238.4940669745515
247,7,1238.4940669745515
7,329,767.0989702626032
329,7,767.0989702626032
7,332,1075.1218459382494
332,7,1075.1218459382494
7,333,830.4137552962846
333,7,830.4137552962846
7,360,1059.583735910409
360,7,1059.583735910409
7,361,1206.3053933227288
361,7,1206.3053933227288
7,362,1614.2675177346734
362,7,1614.2675177346734
8,329,1235.8075088360101
329,8,1235.8075088360101
8,332,818.4710977549911
332,8,818.4710977549911
8,360,1332.6441912051441
360,8,1332.6441912051441
8,361,851.9800000794629
361,8,851.9800000794629
8,362,969.4394142925587
362,8,969.4394142925587
8,363,1652.0928951758585
363,8,1652.0928951758585
8,364,709.3238849216478
364,8,709.3238849216478
8,537,1622.7551377670206
537,8,1622.7551377670206
8,538,1950.52711057462
538,8,1950.52711057462
9,60,762.4464588419222
60,9,762.4464588419222
9,101,427.8928617110508
101,9,427.8928617110508
9,136,489.5217088217175
136,9,489.5217088217175
9,139,623.1648308126636
139,9,623.1648308126636
9,279,422.52113718329974
279,9,422.52113718329974
9,309,339.5265252168804
309,9,339.5265252168804
9,320,650.2634410516932
320,9,650.2634410516932
9,326,471.89836905484054
326,9,471.89836905484054
10,11,449.1268521511441
11,10,449.1268521511441
10,115,868.4471158350249
115,10,868.4471158350249
10,121,602.8616197969418
121,10,602.8616197969418
10,123,477.2494945796979
123,10,477.2494945796979
10,153,848.7713623608529
153,10,848.7713623608529
10,154,414.21609649154203
154,10,414.21609649154203
10,183,402.524110202138
183,10,402.524110202138
10,251,580.1051393680441
251,10,580.1051393680441
10,259,825.2639396414437
259,10,825.2639396414437
11,115,422.87928272710224
115,11,422.87928272710224
11,121,950.0948374092407
121,11,950.0948374092407
11,122,766.8739426617941
122,11,766.8739426617941
11,123,649.4580413272909
123,11,649.4580413272909
11,154,389.84294919503554
154,11,389.84294919503554
11,183,849.481266887877
183,11,849.481266887877
11,186,1014.948793620053
186,11,1014.948793620053
11,189,917.0344780196374
189,11,917.0344780196374
11,251,344.9834992066046
251,11,344.9834992066046
12,13,810.666989625275
13,12,810.666989625275
12,54,639.2553110913543
54,12,639.2553110913543
12,57,362.0156335045919
57,12,362.0156335045919
12,62,639.1782748995835
62,12,639.1782748995835
12,191,789.6001530228509
191,12,789.6001530228509
12,200,876.9798945319428
200,12,876.9798945319428
12,292,566.5928598222706
292,12,566.5928598222706
12,310,432.14456370953246
310,12,432.14456370953246
13,25,888.2781390343122
25,13,888.2781390343122
13,26,583.4965726539756
26,13,583.4965726539756
13,57,482.25503646609883
57,13,482.25503646609883
13,62,790.6187175419818
62,13,790.6187175419818
13,114,918.1930691260872
114,13,918.1930691260872
13,116,349.24631640191024
116,13,349.24631640191024
13,166,597.017873290669
166,13,597.017873290669
13,191,412.6427654608206
191,13,412.6427654608206
13,310,615.6474838417333
310,13,615.6474838417333
14,47,471.8266756974141
47,14,471.8266756974141
14,59,456.6797514968563
59,14,456.6797514968563
14,69,331.0953272657097
69,14,331.0953272657097
14,79,319.5065201952712
79,14,319.5065201952712
14,86,401.71006962547807
86,14,401.71006962547807
14,88,558.0540944134106
88,14,558.0540944134106
14,147,322.34545399886537
147,14,322.34545399886537
14,157,246.46740849356436
157,14,246.46740849356436
14,172,322.50568860742226
172,14,322.50568860742226
14,264,372.80079839739466
264,14,372.80079839739466
